instance_segmentation,-19.84781,24.0766,1.438743,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
Graphics,-19.84885,24.12659,1.438765,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
LidarObject,-20.018420000000003,24.10605,1.4423780000000002,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
rgb_right,-19.84781,24.0766,1.438743,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
rgb_left,-19.84989,24.176579999999998,1.438787,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
LidarObject,-19.67857,24.113139999999998,1.435137,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
depth,-19.84989,24.176579999999998,1.438787,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
trunk_Lidar2D,-20.018420000000003,24.10605,1.4423780000000002,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
segmentation,-19.84989,24.176579999999998,1.438787,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
3pv,-21.03341,24.10156,2.1641619999999997,-0.0010374528196006344,0.12064214828700104,0.0103775687548499,0.9926412754943663
hood_Lidar2D,-19.67857,24.113139999999998,1.435137,0.0001110956622209167,0.010650576869151105,0.010428763846818337,0.9998888907047301
Fortuny,-16.38322,-7.017119,0.963376,0.0,0.0,0.38268415204924455,0.9238792344080209
Books,-2.6557009999999996,1.577,3.8768,0.5000000773726065,-0.4999999226273828,0.5000000684886092,0.4999999315113803
Mirror_Floor,3.9957,-0.5379999999999999,3.0172950000000003,0.7071067811865476,0.0,0.7071067811865476,0.0
Kragsta_Short,-12.878810000000001,-4.120404,0.961,0.270598013666862,-0.653281497518144,0.270598013666862,0.6532814975181439
Strala Star,-15.933,-1.4669999999999999,2.824,0.0,0.0,0.7071067811865475,0.7071067811865475
Strala,-15.933,-1.4669999999999999,2.824,0.5000000000000009,-0.499999999999997,0.49999995628861066,0.5000000437113876
Strala_Bulb,-15.933,-1.4669999999999999,2.824,0.4999999999999999,-0.4999999999999999,0.5000000000000001,0.5000000000000001
Strala_Cable,-15.933,-1.4669999999999999,2.4383,0.4999999999999999,-0.4999999999999999,0.5000000000000001,0.5000000000000001
Props_Vase2,-3.6233,-1.5330000000000001,2.021075,0.49999999999999944,-0.5000000000000003,0.5000000000000006,0.49999999999999967
Kallax,-3.601956,-1.9043720000000002,0.9316795,0.0,0.0,0.9999999805815764,0.0001970706647814474
Scatter_Rocks_Grey_Sharp_Rough_MRGSR3452_3 (3),4.920148999999999,-7.168224,-0.002703797,0.10936267506563485,-0.07748957061521929,-0.227291467304453,0.9645588424968929
Foto,-13.82,-0.096,2.3209999999999997,0.4999999999999999,-0.4999999999999999,0.5000000000000001,0.5000000000000001
Sinnersro_Short,-3.315356,-4.17945,3.466651,0.7007219424756146,0.09480906777941377,0.7007219424756146,-0.09480906777941377
Lyster,-3.408554,-4.272034,3.466651,0.7007219424756146,0.09480906777941377,0.7007219424756146,-0.09480906777941377
Sinnesro,-3.4043,-4.0928,3.466651,0.0,0.0,0.9909704780335921,-0.13408024338385685
Sinnersro_Tall,-3.434714,-4.138143,3.466651,0.7007219424756146,0.09480906777941377,0.7007219424756146,-0.09480906777941377
Strandmon_Pillow,-13.09576,-3.5678330000000003,0.4549,0.631854612418183,0.3174267612629211,0.6318546124181832,-0.3174267612629209
Strandmon,-13.245,-3.7684,0.961,0.631854612418183,0.3174267612629211,0.6318546124181832,-0.3174267612629209
Strandmon,-13.245,-3.7684,0.961,0.0,0.0,0.8935773368155249,-0.4489092816256686
Book,-14.9384,-5.5672,1.4713459999999998,0.45399785504866425,0.5421123521729531,0.542112543091779,0.4539979469725433
Light Probe Group Garage,4.07,0.0,0.0,0.0,0.0,0.7071067811865475,0.7071067811865475
Tree_03_Vertex,-2.31,10.44,-2.78,0.0,0.0,0.9461983590330445,-0.3235871835582705
Trunk_LOD0,-2.31,10.44,-2.78,0.6690632754934118,0.2288106933384603,0.6690632754934118,-0.2288106933384603
Branches,-2.31,10.44,-2.78,0.6690632754934118,0.2288106933384603,0.6690632754934118,-0.2288106933384603
Thorn,-2.31,10.44,-2.78,0.6690632754934118,0.2288106933384603,0.6690632754934118,-0.2288106933384603
Plastic_Chair_Seat,-9.328,-4.312,1.589059,-0.4999999999999999,-0.4999999999999999,-0.49999999999999967,0.5000000000000001
Plastic_Chair,-9.328,-4.312,0.9614277,0.0,0.0,-0.7071067811865478,0.7071067811865475
Plastic_Chair_Leg,-9.328,-4.312,1.589059,-0.4999999999999999,-0.4999999999999999,-0.49999999999999967,0.5000000000000001
3D PROPS,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.7071067811865475
Candles_Set_Short,-12.97976,-6.6011880000000005,1.532628,0.4999999999999999,-0.4999999999999999,0.5000000000000001,0.5000000000000001
Ivy2,-0.1741714,-7.479075999999999,-9.536743e-07,0.4999999999999999,-0.4999999999999999,0.5000000000000001,0.5000000000000001
Book,2.42055,-3.719321,3.5012199999999996,0.4629681772893522,-0.5344720698601062,0.5345517395769162,-0.4628763453365506
Bjursta,-6.778001,-5.765,-0.01900006,0.4999999999999999,-0.4999999999999999,0.5000000000000001,0.5000000000000001
Scatter_Rocks_Grey_Sharp_Rough_MRGSR3452_3 (2),-6.82132,-7.118303999999999,0.05525864,0.0,0.0,0.5843833375012236,0.8114777352773956
